Price,Date,Close,High,Low,Open,Volume
Ticker,,SPY,SPY,SPY,SPY,SPY
26,2010-02-10,79.86182403564453,80.30213973303431,79.19015071486419,79.89167681588317,240511500
27,2010-02-11,80.69772338867188,80.78728177853165,79.29467611056802,79.7573859174187,223591600
28,2010-02-12,80.63053894042969,80.67531527737461,79.48869679763517,79.84691888086931,304622100
29,2010-02-16,81.89925384521484,81.98134759485656,80.46635407774806,81.24250954191862,159317500
30,2010-02-17,82.28733825683594,82.39928480191026,81.89925765975663,82.29479718435984,168845100
31,2010-02-18,82.77243041992188,82.94407684248087,82.12314505855818,82.15299784809831,193708600
32,2010-02-19,82.94408416748047,83.26499456608053,82.36196895463337,82.55600925686171,222684900
33,2010-02-22,82.95901489257812,83.2724606752744,82.71273362310049,83.25007250420153,132346900
34,2010-02-23,81.95148468017578,82.98884481330433,81.73505624820724,82.73510466855028,207497000
35,2010-02-24,82.70526123046875,82.8395959381219,81.98881135426441,82.19777518976099,176350700
36,2010-02-25,82.59334564208984,82.65305124427313,81.30224473445409,81.52613220188199,259634700
37,2010-02-26,82.6455307006836,82.9291292722451,82.17536221275611,82.66791886289408,173589300
38,2010-03-01,83.50379943847656,83.58589318193008,82.96646064272164,82.98884881023858,147709700
39,2010-03-02,83.73512268066406,84.13812663912417,83.58586448590188,83.8619984094306,160992400
40,2010-03-03,83.80978393554688,84.30980530910497,83.60081442552665,83.95157755719298,150785000
41,2010-03-04,84.06355285644531,84.18296404589701,83.60830766087881,83.92175349243115,135770400
42,2010-03-05,85.26508331298828,85.33224782281854,84.40683407085149,84.60833898801774,176118800
43,2010-03-08,85.2800064086914,85.46658208234587,85.13074814730292,85.27254748130838,114631200
44,2010-03-09,85.42180633544922,85.81734585532735,84.9814904756114,85.0262668155711,154556700
45,2010-03-10,85.80239868164062,86.03375063284864,85.38447110685554,85.45910021751915,186088800
46,2010-03-11,86.16065216064453,86.18304602647555,85.33972025582622,85.60092508547228,160791100
47,2010-03-12,86.16810607910156,86.54872203721467,85.9292894511132,86.53379279518178,162074800
48,2010-03-15,86.19048309326172,86.2501886659909,85.52627425470072,86.01883668896131,146816800
49,2010-03-16,86.87712860107422,86.95921668673013,86.1905255640354,86.42934227879337,168673000
50,2010-03-17,87.39203643798828,87.67563508015823,86.88455042413578,87.13829627798061,177468100
51,2010-03-18,87.34723663330078,87.51888300275444,86.9964735820229,87.39947757537394,196509100
52,2010-03-19,86.90511322021484,87.89428905639538,86.56789067682013,86.90511322021484,226641100
53,2010-03-22,87.3697509765625,87.52712497836629,86.35809445192491,86.41055054676433,184477800
54,2010-03-23,87.98423767089844,88.05917412639091,87.21237559919918,87.49714213426971,182941600
55,2010-03-24,87.55707550048828,87.99921024482515,86.61286600354346,87.65449802442373,196072600
56,2010-03-25,87.41472625732422,88.55377545344639,87.30981405704794,88.14911165925814,223396300
57,2010-03-26,87.36225891113281,87.99173203175904,87.01754662355864,87.57957864581151,205808500
58,2010-03-29,87.91675567626953,88.07412388501353,87.44465105003748,87.80434817937157,134513500
59,2010-03-30,87.97673797607422,88.298969864374,87.6095453601509,88.02169870369774,145772500
60,2010-03-31,87.67699432373047,88.06666733845262,87.38473813336752,87.63952323582329,161078700
61,2010-04-01,88.27649688720703,88.6137138071701,87.75193024613803,88.27649688720703,161215200
62,2010-04-05,88.99588012695312,89.05582585155518,88.36640142171598,88.61369683153357,105847600
63,2010-04-06,89.2057113647461,89.3630796239216,88.64367941742583,88.74109623007222,110384200
64,2010-04-07,88.6961441040039,89.44552010642552,88.28398501575796,89.02587137460067,184576300
65,2010-04-08,89.00338745117188,89.15326608566326,88.12661887921722,88.38889934297049,158704000
66,2010-04-09,89.58788299560547,89.62534835683226,89.02585112164881,89.19070900215765,133006500
67,2010-04-12,89.73025512695312,89.96256550865628,89.59536725661319,89.70027940940163,110279000
68,2010-04-13,89.79771423339844,89.9550824841587,89.1757308728096,89.64034598263818,125043600
69,2010-04-14,90.81683349609375,90.81683349609375,89.98502609795793,90.12740357844302,161609000
70,2010-04-15,90.89179992675781,91.10162425551935,90.63700915805867,90.66698487892235,144615300
71,2010-04-16,89.44551086425781,90.89180662818102,88.98839109263079,90.56957475174367,366786700
72,2010-04-19,89.7827377319336,89.87266491115933,88.77857662502974,89.18324035561771,217947800
73,2010-04-20,90.58454895019531,90.65949110758334,89.82768347267462,90.34474891149179,157708000
74,2010-04-21,90.41970825195312,90.846852330732,89.91762200154444,90.63702225436757,192910100
75,2010-04-22,90.6894760131836,90.80188355045414,89.2656662653729,89.78273178916164,115360300
76,2010-04-23,91.28145599365234,91.31892706712793,90.39719240208969,90.62950276652874,177335500
77,2010-04-26,90.9367904663086,91.51381327688469,90.84686899151774,91.31147852403322,143457300
78,2010-04-27,88.78607940673828,90.92928970987258,88.61372039480442,90.41222410864236,355853300
